sen,pos_neg,sen2,senti_score,pred
"[('이것', 'NP'), ('몇', 'MM'), ('번', 'NNB'), ('사', 'VV'), ('았', 'EP'), ('는지', 'EC'), ('기억', 'NNG'), ('이', 'JKS'), ('안', 'MAG'), ('나', 'VV'), ('ㄴ다', 'EC'), ('기름', 'NNG'), ('이', 'JKS'), ('많', 'VA'), ('아서', 'EC'), ('크림', 'NNP'), ('은', 'JX'), ('치', 'VV'), ('어다', 'EC'), ('도', 'JX'), ('안보', 'NNG'), ('는', 'JX'), ('지성', 'NNG'), ('들', 'XSN'), ('주목', 'NNG'), ('이것', 'NP'), ('사', 'VV'), ('시', 'EP'), ('어요', 'EC'), ('수분크림', 'NNG'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('젤', 'NNG'), ('제', 'XPN'), ('형', 'NNG'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('유분', 'NNG'), ('도', 'NNG'), ('없', 'VA'), ('고', 'EC'), ('쫀쫀느낌', 'NA')]",1.0,"['사', '기억', '안', '나', '기름', '많', '크림', '치', '안보', '지성', '주목', '사', '수분크림', '젤', '형', '유분', '도', '없']",-5,0
"[('가볍', 'VA'), ('ㄴ', 'ETM'), ('수', 'NNB'), ('딩', 'MAG'), ('제', 'XSN'), ('형', 'XSN'), ('의', 'JKG'), ('크림', 'NNP'), ('을', 'JKO'), ('찾', 'VV'), ('으시', 'EP'), ('는', 'ETM'), ('수부지', 'NNG'), ('지성', 'NNG'), ('분', 'XSN'), ('들', 'XSN'), ('께', 'JKB'), ('추천', 'NNG'), ('드리', 'VV'), ('ㅂ니다', 'EC')]",1.0,"['가볍', '딩', '크림', '찾', '수부지', '지성', '추천', '드리']",2,1
"[('너무', 'MAG'), ('순하', 'VA'), ('고', 'EC'), ('건성', 'NNG'), ('에', 'JKB'), ('사용', 'NNG'), ('하', 'XSV'), ('면', 'EC'), ('좋', 'VA'), ('을', 'ETM'), ('거', 'NNB'), ('같', 'VA'), ('습니다', 'EF'), ('ㄹ', 'ETM'), ('수분', 'NNP'), ('충전', 'NNP'), ('에', 'JKB'), ('도', 'JX'), ('좋', 'VA'), ('아요', 'EC')]",1.0,"['너무', '순하', '건성', '사용', '좋', '같', '수분', '충전', '좋']",0,0
"[('항상', 'MAG'), ('쟁여두고', 'NA'), ('쓰', 'VV'), ('는', 'ETM'), ('수분크림', 'NNG'), ('끈적이', 'VV'), ('는', 'ETM'), ('거', 'NNB'), ('ㄹ', 'JKO'), ('너무너무', 'MAG'), ('싫어하', 'VV'), ('아서', 'EC'), ('왜', 'MAG'), ('ㄴ', 'JX'), ('만', 'JX'), ('하', 'VV'), ('ㄴ', 'ETM'), ('수분', 'NNP'), ('게', 'NNG'), ('ㄹ', 'JKO'), ('수분크림', 'NNG'), ('도', 'JX'), ('끈적이', 'VV'), ('는', 'ETM'), ('느낌', 'NNG'), ('이', 'JKS'), ('남', 'VV'), ('아', 'EC'), ('못쓰', 'VV'), ('는데', 'EC'), ('요', 'MM'), ('제품', 'NNG'), ('은', 'JX'), ('정말', 'MAG'), ('물', 'NNG'), ('처럼', 'JKB'), ('발', 'NNB'), ('려', 'EC'), ('서', 'JKB'), ('산뜻', 'XR'), ('하', 'XSA'), ('고', 'EC'), ('좋', 'VA'), ('아요', 'EC'), ('그렇', 'VA'), ('다고', 'EC'), ('보습력', 'NNG'), ('이', 'JKS'), ('떨어지', 'VV'), ('는', 'ETM'), ('것', 'NNB'), ('도', 'JX'), ('아니', 'VCN'), ('라', 'EC'), ('데일리', 'NNP'), ('로', 'JKB'), ('손', 'NNG'), ('이', 'JKS'), ('많이', 'MAG'), ('가', 'VV'), ('는', 'ETM'), ('제품', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EC')]",1.0,"['항상', '쓰', '수분크림', '끈적이', '너무너무', '싫어하', '왜', '하', '수분', '게', '수분크림', '끈적이', '느낌', '남', '못쓰', '제품', '정말', '물', '산뜻', '좋', '그렇', '보습력', '떨어지', '데일리', '손', '많이', '가', '제품']",2,1
"[('꾸준히', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('보', 'VV'), ('았', 'EP'), ('는데', 'EC'), ('나쁘', 'VA'), ('ㄴ', 'ETM'), ('점', 'NNB'), ('은', 'JX'), ('찾', 'VV'), ('지', 'EC'), ('못하', 'VX'), ('았', 'EP'), ('어요', 'EC'), ('순하', 'VA'), ('고', 'EC'), ('향도', 'NNP'), ('거의', 'MAG'), ('무향', 'NNG'), ('이', 'VCP'), ('고', 'EC'), ('자기', 'NP'), ('전', 'NNG'), ('에', 'JKB'), ('얼굴', 'NNG'), ('에', 'JKB'), ('듬뿍', 'MAG'), ('바르', 'VA'), ('고', 'EC'), ('자', 'VV'), ('면', 'EC'), ('다음날', 'NNG'), ('피부', 'NNG'), ('도', 'JX'), ('탱탱한', 'NA'), ('거', 'NNB'), ('같', 'VA'), ('았', 'EP'), ('구요', 'EC'), ('할인', 'NNG'), ('행사', 'NNP'), ('하', 'VV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('몇', 'MM'), ('개', 'NNB'), ('더', 'MAG'), ('쟁여놔야', 'NA'), ('되', 'VV'), ('겠', 'EP'), ('습니다', 'EC'), ('잇템이네요', 'NA')]",1.0,"['꾸준히', '사용', '보', '나쁘', '찾', '순하', '향도', '거의', '무향', '전', '얼굴', '듬뿍', '바르', '자', '다음날', '피부', '같', '할인', '행사', '하', '때', '더', '되']",5,1
"[('여름철', 'NNG'), ('이', 'VCP'), ('라', 'EC'), ('지', 'NNG'), ('복합', 'NNG'), ('피부', 'NNG'), ('이', 'VCP'), ('ㄴ', 'ETM'), ('저', 'NP'), ('에게', 'JKB'), ('ㄴ', 'JX'), ('모공', 'NNP'), ('활짝', 'MAG'), ('열리', 'VV'), ('는', 'ETM'), ('계절', 'NNG'), ('이', 'VCP'), ('에요', 'EC'), ('보습', 'NNG'), ('도', 'JX'), ('되', 'VV'), ('고', 'EC'), ('좀', 'MAG'), ('수', 'NNB'), ('딩', 'MAG'), ('되', 'XSV'), ('는', 'ETM'), ('그런', 'MM'), ('사용감', 'NNG'), ('크림', 'NNP'), ('찾', 'VV'), ('다가', 'EC'), ('팔', 'NNG'), ('이', 'VCP'), ('며', 'EC'), ('손등', 'NNP'), ('이', 'VCP'), ('며', 'EC'), ('매장', 'NNG'), ('에서', 'JKB'), ('테스트', 'NNP'), ('다', 'MAG'), ('하', 'VV'), ('고', 'EC'), ('선택', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('어요', 'EC'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없', 'VA'), ('어서', 'EC'), ('가장', 'MAG'), ('마음', 'NNG'), ('에', 'JKB'), ('들', 'VV'), ('구요', 'EC'), ('가장', 'MAG'), ('아쉽', 'VA'), ('ㄴ', 'ETM'), ('건', 'NNB'), ('보습', 'NNG'), ('이', 'JKS'), ('떨어지', 'VV'), ('ㄴ단', 'ETM'), ('거', 'NNB'), ('에', 'JKB'), ('요', 'JX'), ('단독', 'NNP'), ('사용', 'NNG'), ('시', 'XSN'), ('지', 'NNG'), ('복합', 'NNG'), ('피부', 'NNG'), ('이', 'VCP'), ('ㅁ', 'ETN'), ('에', 'JKB'), ('도', 'JX'), ('보습감', 'NNG'), ('은', 'JX'), ('없', 'VA'), ('어요', 'EC'), ('그래서', 'MAJ'), ('저', 'NP'), ('는', 'JX'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없', 'VA'), ('는', 'ETM'), ('물', 'NNG'), ('토너', 'NNP'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없', 'VA'), ('는', 'ETM'), ('물', 'NNG'), ('세럼', 'NA'), ('이', 'MM'), ('크림', 'NNP'), ('바르', 'VA'), ('네요', 'EC'), ('이렇', 'VA'), ('면', 'EC'), ('여름철', 'NNG'), ('한정', 'NNG'), ('은', 'JX'), ('보습', 'NNG'), ('도', 'JX'), ('유지', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없이', 'MAG'), ('사용', 'NNG'), ('도', 'JX'), ('되', 'VV'), ('ㄹ', 'ETM'), ('것', 'NNB'), ('는', 'JX'), ('같', 'VA'), ('아요', 'EC')]",0.0,"['여름철', '지', '복합', '피부', '모공', '활짝', '열리', '계절', '보습', '되', '좀', '딩', '사용감', '크림', '찾', '팔', '손등', '매장', '테스트', '다', '하', '선택', '끈적이', '없', '가장', '', '', '가장', '아쉽', '보습', '떨어지', '단독', '사용', '지', '복합', '피부', '보습감', '없', '끈적이', '없', '물', '토너', '끈적이', '없', '물', '크림', '바르', '이렇', '여름철', '한정', '보습', '유지', '끈적이', '없이', '사용', '되', '같']",-9,0
"[('시원', 'XR'), ('하', 'XSA'), ('어요', 'EC'), ('게', 'NNG'), ('ㄹ', 'JKO'), ('타입', 'NNG'), ('크림', 'NNP'), ('을', 'JKO'), ('좋아하', 'VV'), ('는데', 'EC'), ('제', 'XSN'), ('취향', 'NNG'), ('입', 'NNG'), ('니다', 'NNP'), ('여름', 'NNP'), ('에', 'JKB'), ('쓰', 'VV'), ('기', 'ETN'), ('좋', 'VA'), ('네요', 'EC')]",1.0,"['시원', '게', '타입', '크림', '좋아하', '취향', '입', '니다', '여름', '쓰', '좋']",4,1
"[('에', 'NNG'), ('슬', 'VV'), ('네', 'EC'), ('이', 'NP'), ('치', 'VV'), ('어', 'EC'), ('하', 'VV'), ('면', 'EC'), ('수분', 'NNP'), ('이', 'VCP'), ('죠', 'EC'), ('신상', 'NNG'), ('나오', 'VV'), ('아서', 'EC'), ('사', 'VV'), ('아', 'EC'), ('보', 'VX'), ('았', 'EP'), ('어요', 'EC'), ('한', 'MM'), ('달', 'NNG'), ('후기', 'NNG'), ('남기', 'VV'), ('ㄹ게요', 'EC')]",1.0,"['에', '슬', '치', '하', '수분', '신상', '나오', '사', '달', '후기', '남기']",-1,0
"[('촉촉', 'XR'), ('하', 'XSA'), ('ㄴ고', 'EC'), ('흡수', 'NNG'), ('가', 'JKS'), ('빠르', 'VA'), ('아서', 'EC'), ('시간', 'NNG'), ('지나', 'VV'), ('면', 'EC'), ('기름', 'NNP'), ('생기', 'VV'), ('는', 'ETM'), ('지성', 'NNG'), ('에게', 'JKB'), ('매우', 'MAG'), ('좋', 'VA'), ('습니다', 'EC'), ('샘플', 'NNG'), ('로', 'JKB'), ('사용', 'NNG'), ('하', 'XSV'), ('고', 'EC'), ('좋아서', 'NNP'), ('보', 'VV'), ('ㄴ', 'ETM'), ('품', 'NNB'), ('도', 'JX'), ('사', 'VV'), ('았', 'EP'), ('어요', 'EC'), ('가격', 'NNG'), ('은', 'JX'), ('좀', 'MAG'), ('비싸', 'VA'), ('요', 'EC'), ('이번', 'NNG'), ('여름', 'NNG'), ('은', 'JX'), ('이', 'MM'), ('것', 'NNB'), ('로', 'JKB'), ('정착', 'NNG')]",1.0,"['촉촉', '흡수', '빠르', '시간', '지나', '기름', '생기', '지성', '', '', '샘플', '사용', '좋아서', '보', '사', '가격', '좀', '비싸', '이번', '여름', '정착']",0,0
"[('샘플', 'NNG'), ('사용', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('보', 'VV'), ('고', 'EC'), ('지성', 'NNG'), ('타입', 'NNG'), ('화장', 'NNP'), ('전', 'MM'), ('여름철', 'NNG'), ('데일리', 'NNP'), ('사용', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('너무', 'MAG'), ('좋아서', 'NNP'), ('보', 'VV'), ('ㄴ', 'ETM'), ('품', 'NNB'), ('구매', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('어요', 'EC'), ('존', 'NNP'), ('에', 'JKB'), ('유독', 'MAG'), ('유분', 'NNG'), ('많', 'VA'), ('은', 'ETM'), ('편', 'NNB'), ('이', 'VCP'), ('ㄴ', 'ETM'), ('데', 'NNB'), ('화장품', 'NNP'), ('에', 'JKB'), ('기본', 'NNG'), ('적', 'XSN'), ('으로', 'JKB'), ('소량', 'NNG'), ('들', 'VV'), ('어', 'EC'), ('있', 'VX'), ('는', 'ETM'), ('유분', 'NNG'), ('감', 'NNG'), ('때문', 'NNB'), ('에', 'JKB'), ('크림', 'NNG'), ('유분', 'NNG'), ('선크림', 'NNG'), ('유분', 'NNG'), ('파', 'NNG'), ('데', 'NNB'), ('유분', 'NNG'), ('기름', 'NNP'), ('대폭', 'NNG'), ('팔', 'NNP'), ('에', 'NNG'), ('슬', 'VV'), ('네', 'EC'), ('이', 'NP'), ('처', 'NNG'), ('스킨', 'NNP'), ('앰플', 'NNG'), ('도', 'JX'), ('사용', 'NNG'), ('중', 'NNB'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('어쩌다', 'MAG'), ('보니', 'NNP'), ('모든', 'MM'), ('제품', 'NNG'), ('이', 'JKS'), ('에', 'NNG'), ('슬', 'VV'), ('네', 'EC'), ('이', 'NP'), ('처', 'NNG'), ('ㅎ', 'NA'), ('역시', 'MAJ'), ('수분', 'NNP'), ('맛집', 'NNG'), ('굿', 'NNG')]",1.0,"['샘플', '사용', '보', '지성', '타입', '화장', '여름철', '데일리', '사용', '너무', '좋아서', '보', '구매', '존', '유독', '유분', '많', '화장품', '기본', '소량', '들', '유분', '감', '크림', '유분', '선크림', '유분', '파', '유분', '기름', '대폭', '팔', '에', '슬', '처', '스킨', '앰플', '사용', '어쩌다', '보니', '제품', '에', '슬', '처', '수분', '맛집', '굿']",-6,0
"[('여름', 'NNG'), ('에', 'JKB'), ('더욱', 'MAG'), ('자주', 'MAG'), ('손', 'NNG'), ('이', 'JKS'), ('가', 'VV'), ('는', 'ETM'), ('수', 'NNB'), ('딩', 'MAG'), ('크림', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('쿨링감', 'NNG'), ('이', 'JKS'), ('세', 'VA'), ('ㄴ', 'ETM'), ('제품', 'NNG'), ('들', 'XSN'), ('은', 'JX'), ('다소', 'MAG'), ('화', 'NNG'), ('하', 'XSV'), ('ㄴ', 'ETM'), ('감', 'NNG'), ('이', 'JKS'), ('느끼', 'VV'), ('어', 'EC'), ('지', 'VX'), ('기', 'ETN'), ('도', 'JX'), ('하', 'VV'), ('는데', 'EC'), ('이', 'MM'), ('제품', 'NNG'), ('은', 'JX'), ('그렇', 'VA'), ('지', 'EC'), ('않', 'VX'), ('아서', 'EC'), ('좋', 'VA'), ('아', 'EC'), ('용', 'XSN'), ('그리고', 'MAJ'), ('유분', 'NNG'), ('감', 'NNG'), ('없이', 'MAG'), ('깔끔', 'XR'), ('하', 'XSA'), ('게', 'EC'), ('마무리', 'NNG'), ('되', 'XSV'), ('어서', 'EC'), ('여름', 'NNG'), ('에', 'JKB'), ('수부지', 'NNG'), ('지성', 'NNG'), ('분', 'NNB'), ('들', 'XSN'), ('이', 'JKS'), ('사용', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('딱', 'MAG'), ('좋', 'VA'), ('은', 'ETM'), ('수', 'NNB'), ('딩', 'MAG'), ('크림', 'NNG'), ('이', 'VCP'), ('ㅂ니다', 'EC'), ('저', 'NP'), ('는', 'JX'), ('한', 'MM'), ('겨울', 'NNP'), ('전', 'NNG'), ('까지', 'JX'), ('도', 'JX'), ('잘', 'MAG'), ('사용', 'NNG'), ('하', 'XSV'), ('아요', 'EC')]",1.0,"['여름', '더욱', '자주', '손', '가', '딩', '크림', '쿨링감', '세', '제품', '다소', '화', '감', '느끼', '하', '제품', '그렇', '좋', '유분', '감', '없이', '깔끔', '마무리', '여름', '수부지', '지성', '사용', '딱', '좋', '딩', '크림', '겨울', '전', '잘', '사용']",0,0
"[('사실', 'NNG'), ('수분크림', 'NNG'), ('은', 'JX'), ('무난', 'XR'), ('하', 'XSA'), ('ㄴ', 'ETM'), ('게', 'NNG'), ('최고', 'NNG'), ('라고', 'NNP'), ('생각', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('는데', 'EC'), ('에', 'NNG'), ('슬', 'VV'), ('네', 'EC'), ('이', 'NP'), ('처', 'NNG'), ('는', 'JX'), ('그', 'MM'), ('무난', 'XR'), ('하', 'XSA'), ('ㅁ', 'ETN'), ('이', 'JKS'), ('되', 'VV'), ('게', 'EC'), ('고급', 'NNG'), ('스럽', 'XSA'), ('어요', 'EC'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없이', 'MAG'), ('산뜻', 'XR'), ('하', 'XSA'), ('게', 'EC'), ('마무리', 'NNG'), ('되', 'XSV'), ('면서', 'EC'), ('도', 'JX'), ('속당김', 'NNG'), ('은', 'JX'), ('확실히', 'MAG'), ('잡', 'VV'), ('아', 'EC'), ('주', 'VX'), ('는', 'ETM'), ('느낌', 'NNG'), ('제', 'XPN'), ('형', 'NNG'), ('은', 'JX'), ('가볍', 'VA'), ('ㄴ', 'ETM'), ('젤크림', 'NNG'), ('같', 'VA'), ('은', 'ETM'), ('느낌', 'NNG'), ('이', 'VCP'), ('ㄴ데', 'EC'), ('피부', 'NNG'), ('에', 'JKB'), ('올리', 'VV'), ('면', 'EC'), ('쫀쫀하고', 'NA'), ('시원', 'XR'), ('하', 'XSA'), ('게', 'EC'), ('녹아들', 'VV'), ('면서', 'EC'), ('수분', 'NNP'), ('이', 'JKS'), ('차오르', 'VV'), ('는', 'ETM'), ('느낌', 'NNG'), ('이', 'VCP'), ('에요', 'EC'), ('흡수', 'NNP'), ('도', 'JX'), ('빠르', 'VA'), ('고', 'EC'), ('잔여', 'NNG'), ('감', 'NNG'), ('이', 'JKS'), ('없', 'VA'), ('어서', 'EC'), ('아침', 'NNG'), ('기초', 'NNG'), ('나', 'JC'), ('메이크업', 'NNG'), ('전', 'NNG'), ('에', 'JKB'), ('도', 'JX'), ('밀리', 'VV'), ('지', 'EC'), ('않', 'VX'), ('고', 'EC'), ('아주', 'MAG'), ('좋', 'VA'), ('았', 'EP'), ('어요', 'EC'), ('특히', 'MAG'), ('열', 'NNG'), ('감', 'NNG'), ('올라오', 'VV'), ('거나', 'EC'), ('피부', 'NNG'), ('가', 'JKS'), ('예민', 'XR'), ('하', 'XSA'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('이것', 'NP'), ('하나', 'NR'), ('만', 'JX'), ('가볍', 'VA'), ('게', 'EC'), ('발라', 'NNP'), ('도', 'JX'), ('진정', 'NNG'), ('되', 'XSV'), ('고', 'EC'), ('피부결', 'NNG'), ('이', 'JKS'), ('정돈', 'NNG'), ('되', 'XSV'), ('는', 'ETM'), ('느낌', 'NNG'), ('이', 'JKS'), ('들', 'VV'), ('어요', 'EC'), ('트러블', 'NNP'), ('이', 'JKS'), ('있', 'VV'), ('을', 'ETM'), ('때', 'NNG'), ('도', 'JX'), ('자극', 'NNG'), ('없이', 'MAG'), ('쓰', 'VV'), ('ㄹ', 'ETM'), ('수', 'NNB'), ('있', 'VV'), ('어서', 'EC'), ('매일', 'MAG'), ('아침저녁', 'NNG'), ('으로', 'JKB'), ('손', 'NNG'), ('이', 'JKS'), ('가', 'VV'), ('았', 'EP'), ('어요', 'EC')]",1.0,"['사실', '수분크림', '무난', '게', '최고', '라고', '생각', '에', '슬', '처', '무난', '되', '고급', '끈적이', '없이', '산뜻', '마무리', '속당김', '확실히', '', '', '형', '가볍', '젤크림', '같', '느낌', '피부', '올리', '시원', '녹아들', '수분', '차오르', '느낌', '흡수', '빠르', '잔여', '감', '없', '아침', '기초', '메이크업', '전', '밀리', '', '', '특히', '열', '감', '올라오', '피부', '예민', '때', '가볍', '발라', '진정', '피부결', '정돈', '느낌', '들', '트러블', '있', '때', '자극', '없이', '쓰', '있', '매일', '아침저녁', '손', '가']",-8,0
"[('이', 'MM'), ('제품', 'NNG'), ('을', 'JKO'), ('사용', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('보니', 'NNP'), ('가볍', 'VA'), ('ㄴ', 'ETM'), ('질감', 'NNP'), ('이', 'JKS'), ('피부', 'NNG'), ('에', 'JKB'), ('부드럽', 'VA'), ('게', 'EC'), ('스며들', 'VV'), ('어', 'EC'), ('매우', 'MAG'), ('만족', 'NNG'), ('스럽', 'XSA'), ('었', 'EP'), ('습니다', 'EC'), ('수분감', 'NNG'), ('이', 'JKS'), ('풍부', 'XR'), ('하', 'XSA'), ('아서', 'EC'), ('바른', 'NNP'), ('즉시', 'MAG'), ('피부', 'NNG'), ('가', 'JKS'), ('촉촉', 'XR'), ('하', 'XSA'), ('아', 'EC'), ('지', 'VX'), ('는', 'ETM'), ('느낌', 'NNG'), ('이', 'JKS'), ('들', 'VV'), ('었', 'EP'), ('고', 'EC'), ('끈적이', 'VV'), ('ㅁ', 'ETN'), ('없이', 'MAG'), ('산뜻', 'XR'), ('하', 'XSA'), ('게', 'EC'), ('마무리', 'NNG'), ('되', 'XSV'), ('어', 'EC'), ('데일리', 'NNP'), ('로', 'JKB'), ('사용', 'NNG'), ('하', 'XSV'), ('기', 'ETN'), ('좋', 'VA'), ('았', 'EP'), ('습니다', 'EC'), ('피부', 'NNG'), ('가', 'JKS'), ('건조', 'NNG'), ('하', 'XSV'), ('ㄹ', 'ETM'), ('때', 'NNG'), ('도', 'JX'), ('부담', 'NNG'), ('없이', 'MAG'), ('덧바르', 'VV'), ('ㄹ', 'ETM'), ('수', 'NNB'), ('있', 'VV'), ('어', 'EC'), ('편리', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('습니다', 'EC')]",1.0,"['제품', '사용', '보니', '가볍', '질감', '피부', '부드럽', '스며들', '', '', '수분감', '풍부', '바른', '즉시', '피부', '촉촉', '느낌', '들', '끈적이', '없이', '산뜻', '마무리', '데일리', '사용', '좋', '피부', '건조', '때', '', '', '덧바르', '있', '편리']",5,1
"[('진짜', 'MAG'), ('수분감', 'NNG'), ('정말', 'MAG'), ('쫙', 'MAG'), ('채우', 'VV'), ('어', 'EC'), ('주', 'VX'), ('고', 'EC'), ('무엇', 'NP'), ('보다', 'JKB'), ('화장', 'NNG'), ('이', 'JKS'), ('진짜', 'MAG'), ('잘', 'MAG'), ('먹', 'VV'), ('어요', 'EC'), ('걷', 'VV'), ('도', 'EC'), ('는', 'JX'), ('유분', 'NNG'), ('감', 'NNG'), ('없', 'VA'), ('어서', 'EC'), ('정밀', 'NNP'), ('너무', 'MAG'), ('만족', 'NNG'), ('스럽', 'XSA'), ('게', 'EC'), ('사용', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('어요', 'EC')]",1.0,"['진짜', '수분감', '정말', '쫙', '채우', '화장', '진짜', '', '', '걷', '유분', '감', '없', '정밀', '너무', '만족', '사용']",-1,0
"[('여름', 'NNG'), ('에', 'JKB'), ('쓰', 'VV'), ('ㄹ', 'ETM'), ('걸', 'VV'), ('라고', 'EC'), ('최대한', 'NNG'), ('가볍', 'VA'), ('ㄴ', 'ETM'), ('크림', 'NNP'), ('고르', 'VV'), ('았', 'EP'), ('는데', 'EC'), ('젤', 'NNG'), ('체형', 'NNG'), ('에', 'JKB'), ('번들거리', 'VV'), ('ㅁ', 'ETN'), ('없이', 'MAG'), ('쏙', 'MAG'), ('흡수', 'NNG'), ('되', 'XSV'), ('요', 'EC'), ('기름', 'NNP'), ('도', 'JX'), ('거의', 'MAG'), ('안', 'MAG'), ('나오', 'VV'), ('면서', 'EC'), ('유수분', 'NNG'), ('밸런스', 'NNP'), ('는', 'JX'), ('맞추', 'VV'), ('어', 'EC'), ('주', 'VX'), ('고', 'EC'), ('개', 'NNB'), ('나', 'JX'), ('사', 'VV'), ('았', 'EP'), ('어요', 'EC')]",1.0,"['여름', '쓰', '걸', '최대한', '가볍', '크림', '고르', '젤', '체형', '번들거리', '없이', '쏙', '흡수', '기름', '거의', '안', '나오', '유수분', '밸런스', '맞추', '사']",-2,0
"[('틱톡', 'NNP'), ('에서', 'JKB'), ('추천', 'NNG'), ('영상', 'NNP'), ('보', 'VV'), ('고', 'EC'), ('구매', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('어요', 'EC'), ('사실', 'NNG'), ('매장', 'NNG'), ('에서', 'JKB'), ('몇', 'MM'), ('번', 'NNB'), ('테스트', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('보', 'VX'), ('았', 'EP'), ('는데', 'EC'), ('손', 'NNG'), ('에', 'JKB'), ('바르', 'VV'), ('았', 'EP'), ('더니', 'EC'), ('너무', 'MAG'), ('빨리', 'MAG'), ('건조', 'NNG'), ('하', 'XSV'), ('아', 'EC'), ('지', 'VX'), ('어서', 'EC'), ('괜찮', 'VA'), ('을까', 'EC'), ('생각', 'NNG'), ('하', 'XSV'), ('았', 'EP'), ('는데', 'EC'), ('막상', 'MAG'), ('구매', 'NNG'), ('하', 'XSV'), ('아서', 'EC'), ('얼굴', 'NNG'), ('에', 'JKB'), ('올리', 'VV'), ('어', 'EC'), ('보', 'VX'), ('니', 'EC'), ('보습', 'NNG'), ('도', 'JX'), ('잘', 'MAG'), ('되', 'XSV'), ('고', 'EC'), ('얼굴', 'NNG'), ('도', 'JX'), ('편하', 'VA'), ('ㄴ', 'ETM'), ('느낌', 'NNP'), ('대박', 'NNP'), ('제가', 'NNP'), ('수부지', 'NNG'), ('같', 'VA'), ('은데', 'EC'), ('저녁', 'NNG'), ('에', 'JKB'), ('ㄴ', 'JX'), ('단독', 'NNG'), ('으로', 'JKB'), ('바르', 'VA'), ('면', 'EC'), ('건조', 'NNG'), ('하', 'XSV'), ('ㅁ', 'ETN'), ('이', 'JKS'), ('조금', 'MAG'), ('있', 'VV'), ('어서', 'EC'), ('다른', 'MM'), ('수분크림', 'NNG'), ('같이', 'MAG'), ('바르', 'VV'), ('아', 'EC'), ('주', 'VX'), ('는데', 'EC'), ('아침', 'NNG'), ('에', 'JKB'), ('ㄴ', 'JX'), ('단독', 'NNG'), ('으로', 'JKB'), ('바르', 'VA'), ('고', 'EC'), ('선크림', 'NNG'), ('바르', 'VV'), ('면', 'EC'), ('완', 'NNG'), ('ㄴ', 'JX'), ('ㄴ', 'JX'), ('ㄴ', 'JX'), ('ㄴ', 'ETM'), ('전', 'NNP'), ('좋', 'VA'), ('음', 'ETN'), ('진짜', 'MAG'), ('꼭', 'MAG'), ('쓰', 'VV'), ('어', 'EC'), ('보', 'VX'), ('시', 'EP'), ('기', 'ETN'), ('ㄹ', 'JKO')]",1.0,"['틱톡', '추천', '영상', '보', '구매', '사실', '매장', '테스트', '손', '바르', '너무', '빨리', '건조', '괜찮', '생각', '막상', '구매', '얼굴', '올리', '보습', '잘', '얼굴', '편하', '느낌', '대박', '제가', '수부지', '같', '저녁', '단독', '바르', '건조', '조금', '있', '수분크림', '같이', '바르', '아침', '단독', '바르', '선크림', '바르', '완', '전', '좋', '진짜', '꼭', '쓰']",8,1
